date_of_event,event_date,position,swim_time,T1_time,bike_time,T2_time,run_time,total_time,swim_position,t1_position,bike_position,t2_position,run_position
1986.0,22/06/1986,5,0.0,0.0,0.0,0.0,0.0,7420.0,2.0,2.0,2.0,2.0,2.0
1986.0,22/06/1986,16,0.0,0.0,0.0,0.0,0.0,7670.0,6.0,6.0,6.0,6.0,6.0
1986.0,22/06/1986,1,0.0,0.0,0.0,0.0,0.0,7190.0,13.0,13.0,13.0,13.0,13.0
1986.0,22/06/1986,2,0.0,0.0,0.0,0.0,0.0,7210.0,14.0,14.0,14.0,14.0,14.0
1987.0,31/05/1987,1,0.0,0.0,0.0,0.0,0.0,7092.0,1.0,1.0,1.0,1.0,1.0
1987.0,31/05/1987,2,0.0,0.0,0.0,0.0,0.0,7263.0,2.0,2.0,2.0,2.0,2.0
1987.0,31/05/1987,3,0.0,0.0,0.0,0.0,0.0,7282.0,3.0,3.0,3.0,3.0,3.0
1988.0,10/09/1988,1,0.0,0.0,0.0,0.0,0.0,6623.0,1.0,1.0,1.0,1.0,1.0
1988.0,10/09/1988,2,0.0,0.0,0.0,0.0,0.0,6661.0,2.0,2.0,2.0,2.0,2.0
1988.0,10/09/1988,3,0.0,0.0,0.0,0.0,0.0,6669.0,3.0,3.0,3.0,3.0,3.0
1988.0,10/09/1988,4,0.0,0.0,0.0,0.0,0.0,6677.0,4.0,4.0,4.0,4.0,4.0
1988.0,10/09/1988,5,0.0,0.0,0.0,0.0,0.0,6684.0,5.0,5.0,5.0,5.0,5.0
1988.0,10/09/1988,8,0.0,0.0,0.0,0.0,0.0,6790.0,8.0,8.0,8.0,8.0,8.0
1988.0,10/09/1988,58,0.0,0.0,0.0,0.0,0.0,7827.0,11.0,11.0,11.0,11.0,11.0
1988.0,10/09/1988,69,0.0,0.0,0.0,0.0,0.0,8284.0,12.0,12.0,12.0,12.0,12.0
1989.0,11/06/1989,1,1251.0,0.0,3887.0,0.0,2189.0,7328.0,6.0,1.0,2.0,1.0,25.0
1989.0,11/06/1989,2,1249.0,0.0,3982.0,0.0,2138.0,7374.0,5.0,2.0,5.0,2.0,19.0
1989.0,11/06/1989,3,1313.0,0.0,3978.0,0.0,2092.0,7384.0,15.0,3.0,4.0,3.0,7.0
1989.0,11/06/1989,5,1240.0,0.0,4009.0,0.0,2227.0,7478.0,2.0,5.0,8.0,5.0,32.0
1989.0,11/06/1989,6,1254.0,0.0,4156.0,0.0,2071.0,7481.0,8.0,6.0,22.0,6.0,3.0
1989.0,11/06/1989,8,1375.0,0.0,4077.0,0.0,2098.0,7550.0,24.0,8.0,12.0,8.0,9.0
1989.0,11/06/1989,9,1314.0,0.0,4114.0,0.0,2136.0,7561.0,16.0,9.0,17.0,9.0,18.0
1989.0,11/06/1989,10,1346.0,0.0,4072.0,0.0,2156.0,7573.0,20.0,10.0,11.0,10.0,21.0
1989.0,11/06/1989,11,0.0,0.0,0.0,0.0,2344.0,7585.0,1.0,11.0,1.0,11.0,47.0
1989.0,11/06/1989,12,1403.0,0.0,3989.0,0.0,2205.0,7597.0,36.0,12.0,6.0,12.0,29.0
1989.0,11/06/1989,14,1470.0,0.0,4104.0,0.0,2045.0,7619.0,43.0,14.0,14.0,14.0,2.0
1989.0,11/06/1989,15,1308.0,0.0,4108.0,0.0,2217.0,7633.0,12.0,15.0,16.0,15.0,30.0
1989.0,11/06/1989,16,1476.0,0.0,4030.0,0.0,2134.0,7640.0,44.0,16.0,9.0,16.0,17.0
1989.0,11/06/1989,17,1243.0,0.0,4276.0,0.0,2122.0,7641.0,3.0,17.0,34.0,17.0,14.0
1989.0,11/06/1989,18,1317.0,0.0,4223.0,0.0,2102.0,7642.0,18.0,18.0,28.0,18.0,10.0
1989.0,11/06/1989,21,1285.0,0.0,4342.0,0.0,2076.0,7703.0,10.0,21.0,45.0,21.0,4.0
1989.0,11/06/1989,22,1248.0,0.0,4187.0,0.0,2276.0,7711.0,4.0,22.0,26.0,22.0,40.0
1989.0,11/06/1989,23,1316.0,0.0,4196.0,0.0,2228.0,7740.0,17.0,23.0,27.0,23.0,34.0
1989.0,11/06/1989,26,1382.0,0.0,4133.0,0.0,2264.0,7779.0,25.0,26.0,20.0,26.0,36.0
1989.0,11/06/1989,28,1432.0,0.0,4261.0,0.0,2118.0,7811.0,39.0,28.0,31.0,28.0,12.0
1989.0,11/06/1989,29,1396.0,0.0,4308.0,0.0,2128.0,7832.0,31.0,29.0,39.0,29.0,15.0
1989.0,11/06/1989,31,1612.0,0.0,4153.0,0.0,2108.0,7873.0,51.0,31.0,21.0,31.0,11.0
1989.0,11/06/1989,32,1408.0,0.0,4320.0,0.0,2147.0,7875.0,37.0,32.0,42.0,32.0,20.0
1989.0,11/06/1989,37,1348.0,0.0,4381.0,0.0,2178.0,7907.0,21.0,37.0,49.0,37.0,22.0
1989.0,11/06/1989,38,1252.0,0.0,4262.0,0.0,2394.0,7908.0,7.0,38.0,32.0,38.0,50.0
1989.0,11/06/1989,39,1500.0,0.0,4294.0,0.0,2118.0,7912.0,47.0,39.0,36.0,39.0,13.0
1989.0,11/06/1989,41,1584.0,0.0,4087.0,0.0,2270.0,7941.0,50.0,41.0,13.0,41.0,39.0
1989.0,11/06/1989,44,1481.0,0.0,4474.0,0.0,2040.0,7995.0,45.0,44.0,50.0,44.0,1.0
1989.0,11/06/1989,46,1553.0,0.0,4296.0,0.0,2193.0,8042.0,49.0,46.0,37.0,46.0,26.0
1989.0,11/06/1989,50,1464.0,0.0,4334.0,0.0,2306.0,8104.0,42.0,50.0,44.0,50.0,44.0
1989.0,06/08/1989,1,1702.0,0.0,3436.0,0.0,1987.0,7125.0,15.0,1.0,2.0,1.0,6.0
1989.0,06/08/1989,2,1605.0,0.0,3586.0,0.0,2012.0,7203.0,4.0,2.0,15.0,2.0,8.0
1989.0,06/08/1989,4,1706.0,0.0,3643.0,0.0,1948.0,7297.0,16.0,4.0,26.0,4.0,1.0
1989.0,06/08/1989,5,1706.0,0.0,3606.0,0.0,1986.0,7321.0,17.0,5.0,18.0,5.0,5.0
1989.0,06/08/1989,6,1657.0,0.0,3625.0,0.0,2060.0,7341.0,11.0,6.0,20.0,6.0,17.0
1989.0,06/08/1989,7,1710.0,0.0,3437.0,0.0,2198.0,7346.0,19.0,7.0,3.0,7.0,44.0
1989.0,06/08/1989,8,1708.0,0.0,3495.0,0.0,2199.0,7401.0,18.0,8.0,6.0,8.0,46.0
1989.0,06/08/1989,10,1778.0,0.0,3632.0,0.0,2008.0,7418.0,44.0,10.0,22.0,10.0,7.0
1989.0,06/08/1989,11,1695.0,0.0,3681.0,0.0,2057.0,7434.0,14.0,11.0,34.0,11.0,16.0
1989.0,06/08/1989,12,1757.0,0.0,3469.0,0.0,2233.0,7459.0,42.0,12.0,4.0,12.0,58.0
1989.0,06/08/1989,17,1621.0,0.0,3670.0,0.0,2181.0,7472.0,9.0,17.0,31.0,17.0,39.0
1989.0,06/08/1989,18,1788.0,0.0,3535.0,0.0,2184.0,7507.0,49.0,18.0,9.0,18.0,41.0
1989.0,06/08/1989,19,1743.0,0.0,3564.0,0.0,2202.0,7510.0,37.0,19.0,12.0,19.0,49.0
1989.0,06/08/1989,20,1810.0,0.0,3674.0,0.0,2038.0,7521.0,58.0,20.0,32.0,20.0,9.0
1989.0,06/08/1989,21,1604.0,0.0,3758.0,0.0,2173.0,7535.0,3.0,21.0,55.0,21.0,38.0
1989.0,06/08/1989,23,1866.0,0.0,3631.0,0.0,2050.0,7546.0,67.0,23.0,21.0,23.0,14.0
1989.0,06/08/1989,26,1870.0,0.0,3278.0,0.0,2415.0,7563.0,71.0,26.0,1.0,26.0,89.0
1989.0,06/08/1989,27,1861.0,0.0,3581.0,0.0,2139.0,7581.0,65.0,27.0,14.0,27.0,31.0
1989.0,06/08/1989,28,1792.0,0.0,3808.0,0.0,1985.0,7586.0,50.0,28.0,65.0,28.0,4.0
1989.0,06/08/1989,29,1725.0,0.0,3704.0,0.0,2161.0,7592.0,25.0,29.0,44.0,29.0,33.0
1989.0,06/08/1989,31,1735.0,0.0,3655.0,0.0,2211.0,7601.0,30.0,31.0,29.0,31.0,51.0
1989.0,06/08/1989,33,1754.0,0.0,3741.0,0.0,2113.0,7609.0,41.0,33.0,53.0,33.0,28.0
1989.0,06/08/1989,34,1728.0,0.0,3574.0,0.0,2312.0,7614.0,27.0,34.0,13.0,34.0,75.0
1989.0,06/08/1989,35,1724.0,0.0,3655.0,0.0,2254.0,7633.0,24.0,35.0,30.0,35.0,61.0
1989.0,06/08/1989,38,1752.0,0.0,3698.0,0.0,2200.0,7650.0,40.0,38.0,42.0,38.0,48.0
1989.0,06/08/1989,40,1727.0,0.0,3729.0,0.0,2196.0,7652.0,26.0,40.0,51.0,40.0,42.0
1989.0,06/08/1989,42,1856.0,0.0,3696.0,0.0,2105.0,7658.0,61.0,42.0,40.0,42.0,26.0
1989.0,06/08/1989,43,1717.0,0.0,3784.0,0.0,2168.0,7669.0,21.0,43.0,60.0,43.0,36.0
1989.0,06/08/1989,44,1737.0,0.0,3889.0,0.0,2053.0,7679.0,32.0,44.0,80.0,44.0,15.0
1989.0,06/08/1989,45,1749.0,0.0,3836.0,0.0,2097.0,7682.0,39.0,45.0,72.0,45.0,23.0
1989.0,06/08/1989,47,1741.0,0.0,3734.0,0.0,2250.0,7725.0,36.0,47.0,52.0,47.0,60.0
1989.0,06/08/1989,48,1679.0,0.0,3781.0,0.0,2276.0,7736.0,12.0,48.0,59.0,48.0,69.0
1989.0,06/08/1989,53,1949.0,0.0,3714.0,0.0,2139.0,7802.0,82.0,53.0,46.0,53.0,32.0
1989.0,06/08/1989,54,1739.0,0.0,3718.0,0.0,2352.0,7809.0,34.0,54.0,47.0,54.0,81.0
1989.0,06/08/1989,56,1794.0,0.0,3688.0,0.0,2334.0,7816.0,51.0,56.0,37.0,56.0,77.0
1989.0,06/08/1989,57,1794.0,0.0,3822.0,0.0,2229.0,7846.0,52.0,57.0,69.0,57.0,57.0
1989.0,06/08/1989,59,1739.0,0.0,3704.0,0.0,2416.0,7860.0,35.0,59.0,45.0,59.0,90.0
1989.0,06/08/1989,62,1735.0,0.0,3956.0,0.0,2198.0,7889.0,31.0,62.0,88.0,62.0,45.0
1989.0,06/08/1989,63,1746.0,0.0,3972.0,0.0,2172.0,7890.0,38.0,63.0,92.0,63.0,37.0
1989.0,06/08/1989,65,1690.0,0.0,3728.0,0.0,2507.0,7925.0,13.0,65.0,50.0,65.0,104.0
1989.0,06/08/1989,67,1862.0,0.0,3643.0,0.0,2438.0,7944.0,66.0,67.0,27.0,67.0,92.0
1989.0,06/08/1989,68,1857.0,0.0,3797.0,0.0,2339.0,7994.0,62.0,68.0,63.0,68.0,78.0
1989.0,06/08/1989,77,1873.0,0.0,3892.0,0.0,2298.0,8063.0,73.0,77.0,82.0,77.0,71.0
1989.0,06/08/1989,78,1998.0,0.0,3875.0,0.0,2212.0,8084.0,92.0,78.0,79.0,78.0,52.0
1989.0,06/08/1989,79,1780.0,0.0,3971.0,0.0,2366.0,8117.0,45.0,79.0,91.0,79.0,83.0
1989.0,06/08/1989,80,1972.0,0.0,3808.0,0.0,2347.0,8128.0,89.0,80.0,66.0,80.0,80.0
1989.0,06/08/1989,85,1762.0,0.0,3997.0,0.0,2469.0,8228.0,43.0,85.0,97.0,85.0,100.0
1989.0,06/08/1989,86,1895.0,0.0,3889.0,0.0,2450.0,8235.0,77.0,86.0,81.0,86.0,96.0
1989.0,06/08/1989,87,1733.0,0.0,3864.0,0.0,2642.0,8241.0,29.0,87.0,77.0,87.0,114.0
1989.0,06/08/1989,88,2204.0,0.0,3945.0,0.0,2094.0,8245.0,111.0,88.0,86.0,88.0,22.0
1989.0,06/08/1989,89,2059.0,0.0,4016.0,0.0,2183.0,8258.0,106.0,89.0,98.0,89.0,40.0
1989.0,06/08/1989,92,1877.0,0.0,3960.0,0.0,2481.0,8319.0,75.0,92.0,89.0,92.0,101.0
1989.0,06/08/1989,101,2048.0,0.0,3836.0,0.0,2555.0,8439.0,103.0,101.0,73.0,101.0,111.0
1989.0,06/08/1989,102,2044.0,0.0,3863.0,0.0,2560.0,8468.0,102.0,102.0,76.0,102.0,112.0
1989.0,06/08/1989,105,1964.0,0.0,4031.0,0.0,2531.0,8526.0,86.0,105.0,100.0,105.0,108.0
1989.0,06/08/1989,110,2273.0,0.0,3934.0,0.0,2454.0,8661.0,112.0,110.0,85.0,110.0,97.0
1989.0,06/08/1989,112,2057.0,0.0,4256.0,0.0,2385.0,8699.0,105.0,112.0,113.0,112.0,87.0
1989.0,06/08/1989,113,1869.0,0.0,4316.0,0.0,2515.0,8701.0,69.0,113.0,114.0,113.0,106.0
1989.0,06/08/1989,4,1735.0,0.0,3756.0,0.0,2279.0,7770.0,19.0,4.0,7.0,4.0,11.0
1989.0,06/08/1989,11,1916.0,0.0,3915.0,0.0,2202.0,8033.0,27.0,11.0,15.0,11.0,7.0
1989.0,06/08/1989,12,1730.0,0.0,4149.0,0.0,2258.0,8136.0,16.0,12.0,22.0,12.0,10.0
1989.0,06/08/1989,14,1559.0,0.0,4013.0,0.0,2649.0,8222.0,5.0,14.0,18.0,14.0,24.0
1989.0,06/08/1989,15,1717.0,0.0,4180.0,0.0,2391.0,8289.0,15.0,15.0,25.0,15.0,16.0
1989.0,06/08/1989,16,1937.0,0.0,4206.0,0.0,2217.0,8360.0,28.0,16.0,27.0,16.0,9.0
1989.0,06/08/1989,23,1750.0,0.0,4363.0,0.0,2378.0,8492.0,22.0,23.0,30.0,23.0,15.0
1989.0,06/08/1989,2,1608.0,0.0,3760.0,0.0,2149.0,7517.0,10.0,2.0,14.0,2.0,10.0
1989.0,06/08/1989,3,1727.0,0.0,3648.0,0.0,2286.0,7661.0,17.0,3.0,11.0,3.0,16.0
1989.0,06/08/1989,9,1856.0,0.0,3941.0,0.0,2086.0,7882.0,26.0,9.0,25.0,9.0,9.0
1989.0,06/08/1989,10,2044.0,0.0,3517.0,0.0,2376.0,7937.0,32.0,10.0,9.0,10.0,22.0
1989.0,06/08/1989,12,1743.0,0.0,3863.0,0.0,2419.0,8026.0,18.0,12.0,21.0,12.0,26.0
1989.0,06/08/1989,13,1556.0,0.0,3811.0,0.0,2732.0,8098.0,9.0,13.0,18.0,13.0,32.0
1989.0,06/08/1989,2,1573.0,0.0,3762.0,0.0,2229.0,7565.0,12.0,2.0,16.0,2.0,16.0
1989.0,06/08/1989,3,1620.0,0.0,3699.0,0.0,2281.0,7600.0,17.0,3.0,15.0,3.0,18.0
1989.0,06/08/1989,7,1610.0,0.0,3881.0,0.0,2325.0,7816.0,15.0,7.0,20.0,7.0,22.0
1989.0,06/08/1989,10,1608.0,0.0,4238.0,0.0,2207.0,8053.0,14.0,10.0,33.0,10.0,15.0
1989.0,06/08/1989,12,1713.0,0.0,3970.0,0.0,2421.0,8104.0,21.0,12.0,26.0,12.0,24.0
1989.0,06/08/1989,18,1776.0,0.0,3678.0,0.0,2911.0,8366.0,24.0,18.0,13.0,18.0,33.0
1989.0,06/08/1989,22,2141.0,0.0,4128.0,0.0,2303.0,8572.0,33.0,22.0,29.0,22.0,21.0
1989.0,06/08/1989,23,1886.0,0.0,4199.0,0.0,2591.0,8677.0,30.0,23.0,31.0,23.0,27.0
1989.0,06/08/1989,3,1774.0,0.0,3942.0,0.0,2135.0,7850.0,17.0,3.0,22.0,3.0,15.0
1989.0,06/08/1989,4,1671.0,0.0,3733.0,0.0,2477.0,7882.0,13.0,4.0,13.0,4.0,27.0
1989.0,06/08/1989,6,1710.0,0.0,3837.0,0.0,2348.0,7895.0,16.0,6.0,19.0,6.0,23.0
1989.0,06/08/1989,7,2016.0,0.0,3807.0,0.0,2135.0,7959.0,25.0,7.0,16.0,7.0,16.0
1989.0,06/08/1989,10,1898.0,0.0,3958.0,0.0,2205.0,8062.0,24.0,10.0,23.0,10.0,17.0
1989.0,06/08/1989,12,1829.0,0.0,3978.0,0.0,2391.0,8198.0,22.0,12.0,24.0,12.0,24.0
1989.0,06/08/1989,15,2059.0,0.0,3987.0,0.0,2342.0,8389.0,27.0,15.0,25.0,15.0,22.0
1989.0,06/08/1989,19,0.0,0.0,0.0,0.0,0.0,8936.0,2.0,19.0,2.0,19.0,2.0
1989.0,06/08/1989,2,1763.0,0.0,3812.0,0.0,2427.0,8002.0,12.0,2.0,13.0,2.0,17.0
1989.0,06/08/1989,8,2050.0,0.0,4108.0,0.0,2378.0,8537.0,18.0,8.0,19.0,8.0,14.0
1989.0,06/08/1989,13,0.0,0.0,0.0,0.0,0.0,8953.0,3.0,13.0,3.0,13.0,3.0
1989.0,06/08/1989,14,2164.0,0.0,3994.0,0.0,2523.0,8681.0,25.0,14.0,16.0,14.0,23.0
1989.0,09/09/1989,1,0.0,0.0,0.0,0.0,0.0,7130.0,1.0,1.0,1.0,1.0,1.0
1989.0,09/09/1989,3,0.0,0.0,0.0,0.0,0.0,6889.0,3.0,3.0,3.0,3.0,3.0
1989.0,09/09/1989,4,0.0,0.0,0.0,0.0,0.0,6894.0,4.0,4.0,4.0,4.0,4.0
1989.0,09/09/1989,39,0.0,0.0,0.0,0.0,0.0,7462.0,6.0,6.0,6.0,6.0,6.0
1989.0,09/09/1989,41,0.0,0.0,0.0,0.0,0.0,7465.0,7.0,7.0,7.0,7.0,7.0
1989.0,09/09/1989,49,0.0,0.0,0.0,0.0,0.0,7561.0,8.0,8.0,8.0,8.0,8.0
1990.0,01/07/1990,1,0.0,0.0,0.0,0.0,0.0,7103.0,1.0,1.0,1.0,1.0,1.0
1990.0,01/07/1990,3,0.0,0.0,0.0,0.0,0.0,7242.0,3.0,3.0,3.0,3.0,3.0
1990.0,01/07/1990,24,0.0,0.0,0.0,0.0,0.0,7895.0,7.0,7.0,7.0,7.0,7.0
1990.0,01/07/1990,2,0.0,0.0,0.0,0.0,0.0,6807.0,2.0,2.0,2.0,2.0,2.0
1990.0,01/07/1990,4,0.0,0.0,0.0,0.0,0.0,6810.0,4.0,4.0,4.0,4.0,4.0
1990.0,01/07/1990,5,0.0,0.0,0.0,0.0,0.0,6823.0,5.0,5.0,5.0,5.0,5.0
1990.0,01/07/1990,6,0.0,0.0,0.0,0.0,0.0,6835.0,6.0,6.0,6.0,6.0,6.0
1990.0,01/07/1990,22,0.0,0.0,0.0,0.0,0.0,7129.0,7.0,7.0,7.0,7.0,7.0
1990.0,01/07/1990,25,0.0,0.0,0.0,0.0,0.0,7156.0,8.0,8.0,8.0,8.0,8.0
1990.0,26/08/1990,2,1077.0,0.0,3608.0,0.0,1961.0,6646.0,33.0,2.0,40.0,2.0,3.0
1990.0,26/08/1990,3,1117.0,0.0,3575.0,0.0,1955.0,6647.0,45.0,3.0,34.0,3.0,2.0
1990.0,26/08/1990,4,0.0,0.0,0.0,0.0,1972.0,6656.0,2.0,4.0,2.0,4.0,4.0
1990.0,26/08/1990,5,0.0,0.0,0.0,0.0,1993.0,6696.0,3.0,5.0,3.0,5.0,7.0
1990.0,26/08/1990,6,0.0,0.0,0.0,0.0,2004.0,6708.0,4.0,6.0,4.0,6.0,8.0
1990.0,26/08/1990,7,1104.0,0.0,3601.0,0.0,2008.0,6713.0,37.0,7.0,38.0,7.0,9.0
1990.0,26/08/1990,8,1057.0,0.0,3678.0,0.0,1987.0,6722.0,30.0,8.0,52.0,8.0,6.0
1990.0,26/08/1990,9,1054.0,0.0,3648.0,0.0,2022.0,6724.0,28.0,9.0,47.0,9.0,12.0
1990.0,26/08/1990,10,0.0,0.0,0.0,0.0,2035.0,6736.0,5.0,10.0,5.0,10.0,15.0
1990.0,26/08/1990,11,1123.0,0.0,3573.0,0.0,2049.0,6745.0,54.0,11.0,33.0,11.0,18.0
1990.0,26/08/1990,14,0.0,0.0,0.0,0.0,2082.0,6774.0,6.0,14.0,6.0,14.0,28.0
1990.0,26/08/1990,15,1116.0,0.0,3585.0,0.0,2079.0,6780.0,43.0,15.0,35.0,15.0,27.0
1990.0,26/08/1990,17,1082.0,0.0,3611.0,0.0,2108.0,6801.0,35.0,17.0,41.0,17.0,35.0
1990.0,26/08/1990,20,0.0,0.0,0.0,0.0,2110.0,6808.0,9.0,20.0,9.0,20.0,36.0
1990.0,26/08/1990,22,1062.0,0.0,3636.0,0.0,2130.0,6828.0,32.0,22.0,46.0,22.0,45.0
1990.0,26/08/1990,23,1113.0,0.0,3602.0,0.0,2122.0,6837.0,40.0,23.0,39.0,23.0,41.0
1990.0,26/08/1990,24,0.0,0.0,0.0,0.0,2149.0,6846.0,11.0,24.0,11.0,24.0,49.0
1990.0,26/08/1990,26,1136.0,0.0,3661.0,0.0,2057.0,6854.0,71.0,26.0,50.0,26.0,20.0
1990.0,26/08/1990,32,1213.0,0.0,3650.0,0.0,2049.0,6912.0,90.0,32.0,48.0,32.0,19.0
1990.0,26/08/1990,33,1128.0,0.0,3571.0,0.0,2231.0,6930.0,61.0,33.0,32.0,33.0,80.0
1990.0,26/08/1990,34,0.0,0.0,0.0,0.0,2217.0,6933.0,14.0,34.0,14.0,34.0,77.0
1990.0,26/08/1990,36,0.0,0.0,0.0,0.0,2268.0,6960.0,16.0,36.0,16.0,36.0,93.0
1990.0,26/08/1990,37,1121.0,0.0,3869.0,0.0,1984.0,6974.0,51.0,37.0,70.0,37.0,5.0
1990.0,26/08/1990,38,1119.0,0.0,3781.0,0.0,2082.0,6982.0,49.0,38.0,61.0,38.0,29.0
1990.0,26/08/1990,40,0.0,0.0,0.0,0.0,2112.0,7005.0,17.0,40.0,17.0,40.0,37.0
1990.0,26/08/1990,41,0.0,0.0,0.0,0.0,2122.0,7015.0,18.0,41.0,18.0,41.0,42.0
1990.0,26/08/1990,48,1131.0,0.0,3834.0,0.0,2095.0,7060.0,63.0,48.0,67.0,48.0,32.0
1990.0,26/08/1990,50,1055.0,0.0,3622.0,0.0,2392.0,7069.0,29.0,50.0,44.0,50.0,114.0
1990.0,26/08/1990,51,0.0,0.0,0.0,0.0,2168.0,7074.0,19.0,51.0,19.0,51.0,59.0
1990.0,26/08/1990,55,1123.0,0.0,3875.0,0.0,2127.0,7125.0,55.0,55.0,71.0,55.0,44.0
1990.0,26/08/1990,56,1132.0,0.0,3568.0,0.0,2436.0,7136.0,67.0,56.0,31.0,56.0,118.0
1990.0,26/08/1990,58,1125.0,0.0,3862.0,0.0,2163.0,7150.0,57.0,58.0,69.0,58.0,58.0
1990.0,26/08/1990,59,1134.0,0.0,3787.0,0.0,2248.0,7169.0,68.0,59.0,63.0,59.0,86.0
1990.0,26/08/1990,60,1187.0,0.0,3897.0,0.0,2087.0,7171.0,84.0,60.0,75.0,60.0,30.0
1990.0,26/08/1990,62,1141.0,0.0,3990.0,0.0,2045.0,7176.0,75.0,62.0,90.0,62.0,17.0
1990.0,26/08/1990,63,1119.0,0.0,3797.0,0.0,2261.0,7177.0,50.0,63.0,66.0,63.0,91.0
1990.0,26/08/1990,64,1234.0,0.0,3932.0,0.0,2027.0,7193.0,97.0,64.0,82.0,64.0,14.0
1990.0,26/08/1990,67,0.0,0.0,0.0,0.0,2324.0,7234.0,21.0,67.0,21.0,67.0,101.0
1990.0,26/08/1990,69,1058.0,0.0,3946.0,0.0,2249.0,7253.0,31.0,69.0,83.0,69.0,87.0
1990.0,26/08/1990,70,1143.0,0.0,3983.0,0.0,2151.0,7277.0,76.0,70.0,88.0,70.0,53.0
1990.0,26/08/1990,70,1356.0,0.0,3749.0,0.0,2172.0,7277.0,116.0,71.0,55.0,71.0,60.0
1990.0,26/08/1990,72,1230.0,0.0,3991.0,0.0,2076.0,7297.0,96.0,72.0,91.0,72.0,26.0
1990.0,26/08/1990,73,1137.0,0.0,3898.0,0.0,2277.0,7312.0,73.0,73.0,76.0,73.0,95.0
1990.0,26/08/1990,74,1146.0,0.0,3992.0,0.0,2181.0,7319.0,80.0,74.0,92.0,74.0,65.0
1990.0,26/08/1990,77,1295.0,0.0,3796.0,0.0,2244.0,7335.0,108.0,77.0,65.0,77.0,84.0
1990.0,26/08/1990,79,1081.0,0.0,3915.0,0.0,2357.0,7353.0,34.0,79.0,81.0,79.0,106.0
1990.0,26/08/1990,82,1135.0,0.0,4242.0,0.0,2020.0,7397.0,69.0,84.0,114.0,84.0,11.0
1990.0,26/08/1990,85,1130.0,0.0,4006.0,0.0,2268.0,7404.0,62.0,85.0,93.0,85.0,94.0
1990.0,26/08/1990,87,0.0,0.0,0.0,0.0,2360.0,7416.0,22.0,87.0,22.0,87.0,108.0
1990.0,26/08/1990,88,1277.0,0.0,3949.0,0.0,2199.0,7425.0,102.0,88.0,84.0,88.0,71.0
1990.0,26/08/1990,89,1301.0,0.0,4074.0,0.0,2059.0,7434.0,111.0,89.0,101.0,89.0,22.0
1990.0,26/08/1990,95,1125.0,0.0,4284.0,0.0,2122.0,7531.0,58.0,95.0,117.0,95.0,43.0
1990.0,26/08/1990,100,1389.0,0.0,4078.0,0.0,2151.0,7618.0,123.0,100.0,102.0,100.0,54.0
1990.0,26/08/1990,101,1361.0,0.0,4172.0,0.0,2087.0,7620.0,117.0,101.0,109.0,101.0,31.0
1990.0,26/08/1990,103,1345.0,0.0,4168.0,0.0,2121.0,7634.0,115.0,103.0,108.0,103.0,40.0
1990.0,26/08/1990,106,1288.0,0.0,4264.0,0.0,2136.0,7688.0,105.0,106.0,115.0,106.0,46.0
1990.0,26/08/1990,110,0.0,0.0,0.0,0.0,2115.0,7772.0,26.0,110.0,26.0,110.0,38.0
1990.0,26/08/1990,114,1372.0,0.0,4241.0,0.0,2250.0,7863.0,119.0,114.0,113.0,114.0,88.0
1990.0,26/08/1990,115,1374.0,0.0,4281.0,0.0,2243.0,7898.0,120.0,115.0,116.0,115.0,82.0
1990.0,26/08/1990,117,1376.0,0.0,4388.0,0.0,2226.0,7990.0,121.0,117.0,120.0,117.0,79.0
1990.0,26/08/1990,123,1205.0,0.0,4165.0,0.0,2895.0,8265.0,89.0,123.0,106.0,123.0,126.0
1990.0,26/08/1990,124,1554.0,0.0,4363.0,0.0,2378.0,8295.0,126.0,124.0,118.0,124.0,110.0
1990.0,26/08/1990,125,1469.0,0.0,4466.0,0.0,2501.0,8436.0,124.0,125.0,123.0,125.0,123.0
1990.0,26/08/1990,126,1317.0,0.0,4652.0,0.0,2679.0,8648.0,114.0,126.0,125.0,126.0,125.0
1990.0,15/09/1990,1,1221.0,99.0,3379.0,38.0,1960.0,6697.0,22.0,18.0,19.0,17.0,1.0
1990.0,15/09/1990,2,1136.0,94.0,3457.0,37.0,2034.0,6760.0,3.0,6.0,45.0,12.0,4.0
1990.0,15/09/1990,3,1220.0,112.0,3378.0,34.0,2023.0,6767.0,21.0,56.0,17.0,5.0,3.0
1990.0,15/09/1990,4,1226.0,103.0,3378.0,38.0,2037.0,6782.0,25.0,29.0,18.0,18.0,5.0
1990.0,15/09/1990,5,1225.0,100.0,3380.0,31.0,2056.0,6792.0,24.0,22.0,20.0,1.0,8.0
1990.0,15/09/1990,7,1168.0,128.0,3415.0,42.0,2076.0,6829.0,6.0,95.0,28.0,33.0,11.0
1990.0,15/09/1990,8,1259.0,105.0,3348.0,37.0,2084.0,6833.0,36.0,34.0,6.0,13.0,12.0
1990.0,15/09/1990,11,1212.0,95.0,3359.0,39.0,2158.0,6863.0,12.0,9.0,11.0,21.0,28.0
1990.0,15/09/1990,12,1260.0,103.0,3342.0,36.0,2124.0,6865.0,37.0,30.0,3.0,10.0,22.0
1990.0,15/09/1990,13,1264.0,121.0,3417.0,51.0,2022.0,6875.0,42.0,83.0,29.0,75.0,2.0
1990.0,15/09/1990,14,1191.0,102.0,3421.0,48.0,2119.0,6881.0,7.0,24.0,32.0,60.0,20.0
